INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182028317,617,Larceny,LARCENY THEFT FROM BUILDING,D4,624,,4/16/2018 0:39,2018,4,Monday,24,Part One,IPSWICH ST,42.34750472,-71.0934647,"(42.34750472, -71.09346470)"
I182028316,3115,Investigate Person,INVESTIGATE PERSON,C11,336,,4/15/2018 23:35,2018,4,Sunday,23,Part Three,RICHFIELD ST,42.30751797,-71.07091042,"(42.30751797, -71.07091042)"
I182028314,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,566,,4/15/2018 22:30,2018,4,Sunday,22,Part Three,CEMETERY RD,42.30072414,-71.1045739,"(42.30072414, -71.10457390)"
I182028311,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,518,,4/15/2018 23:15,2018,4,Sunday,23,Part One,DANA AVE,42.24725578,-71.11958581,"(42.24725578, -71.11958581)"
I182028309,3501,Missing Person Reported,MISSING PERSON,B3,434,,4/15/2018 23:26,2018,4,Sunday,23,Part Three,CAPEN ST,42.28315423,-71.08067183,"(42.28315423, -71.08067183)"
I182028309,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,434,,4/15/2018 23:26,2018,4,Sunday,23,Part Three,CAPEN ST,42.28315423,-71.08067183,"(42.28315423, -71.08067183)"
I182028307,3301,Verbal Disputes,VERBAL DISPUTE,B2,314,,4/15/2018 22:25,2018,4,Sunday,22,Part Three,WAUMBECK ST,42.31496145,-71.0895221,"(42.31496145, -71.08952210)"
I182028306,724,Auto Theft,AUTO THEFT,C11,344,,4/15/2018 21:00,2018,4,Sunday,21,Part One,OAKLEY ST,42.30158188,-71.07047706,"(42.30158188, -71.07047706)"
I182028306,3410,Towed,TOWED MOTOR VEHICLE,C11,344,,4/15/2018 21:00,2018,4,Sunday,21,Part Three,OAKLEY ST,42.30158188,-71.07047706,"(42.30158188, -71.07047706)"
I182028305,3501,Missing Person Reported,MISSING PERSON,B3,474,,4/15/2018 22:34,2018,4,Sunday,22,Part Three,SAVANNAH AVE,42.27189681,-71.10283363,"(42.27189681, -71.10283363)"
I182028304,3115,Investigate Person,INVESTIGATE PERSON,D4,624,,4/15/2018 22:27,2018,4,Sunday,22,Part Three,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I182028303,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,320,,4/15/2018 21:04,2018,4,Sunday,21,Part Two,ELM HILL AVE,42.31308359,-71.083543,"(42.31308359, -71.08354300)"
I182028302,3115,Investigate Person,INVESTIGATE PERSON,E18,553,,4/15/2018 22:16,2018,4,Sunday,22,Part Three,WINDHAM RD,42.27041448,-71.12562863,"(42.27041448, -71.12562863)"
I182028301,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C6,175,,4/15/2018 22:21,2018,4,Sunday,22,Part Three,SOUTHAMPTON ST,42.33136635,-71.066409,"(42.33136635, -71.06640900)"
I182028300,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,587,,4/15/2018 22:09,2018,4,Sunday,22,Part Three,DELLE AVE,42.33122453,-71.09907131,"(42.33122453, -71.09907131)"
I182028299,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7,26,,4/15/2018 22:23,2018,4,Sunday,22,Part Two,BORDER ST,42.38229155,-71.04036424,"(42.38229155, -71.04036424)"
I182028299,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A7,26,,4/15/2018 22:23,2018,4,Sunday,22,Part Two,BORDER ST,42.38229155,-71.04036424,"(42.38229155, -71.04036424)"
I182028296,3115,Investigate Person,INVESTIGATE PERSON,D14,793,,4/15/2018 22:08,2018,4,Sunday,22,Part Three,BRAINERD RD,42.34748342,-71.13363158,"(42.34748342, -71.13363158)"
I182028295,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,302,,4/15/2018 21:38,2018,4,Sunday,21,Part Three,CENTRE ST,42.32532139,-71.09708142,"(42.32532139, -71.09708142)"
I182028294,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C11,359,,4/15/2018 21:13,2018,4,Sunday,21,Part Three,WELLESLEY PARK,42.29603616,-71.06602323,"(42.29603616, -71.06602323)"
I182028293,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,797,,4/15/2018 21:48,2018,4,Sunday,21,Part Three,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I182028292,311,Robbery,ROBBERY - COMMERCIAL,A15,54,,4/15/2018 21:36,2018,4,Sunday,21,Part One,MAIN ST,42.37746305,-71.06697969,"(42.37746305, -71.06697969)"
I182028289,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,85,,4/14/2018 2:25,2018,4,Saturday,2,Part Two,N WASHINGTON ST,42.36478627,-71.05825825,"(42.36478627, -71.05825825)"
I182028288,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,501,,4/15/2018 20:55,2018,4,Sunday,20,Part Three,CANTERBURY ST,42.27848426,-71.11807311,"(42.27848426, -71.11807311)"
I182028287,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D14,794,,4/15/2018 20:00,2018,4,Sunday,20,Part Three,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)"
I182028287,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,794,,4/15/2018 20:00,2018,4,Sunday,20,Part Two,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)"
I182028287,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,D14,794,,4/15/2018 20:00,2018,4,Sunday,20,Part Two,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)"
I182028284,1402,Vandalism,VANDALISM,E18,495,,4/15/2018 20:42,2018,4,Sunday,20,Part Two,GREENWOOD AVE,42.26470249,-71.11898016,"(42.26470249, -71.11898016)"
I182028278,3115,Investigate Person,INVESTIGATE PERSON,B3,419,,4/15/2018 19:31,2018,4,Sunday,19,Part Three,MORTON ST,42.27959103,-71.08132258,"(42.27959103, -71.08132258)"
I182028277,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,398,,4/15/2018 20:58,2018,4,Sunday,20,Part Three,TALBOT AVE,42.29019621,-71.07159012,"(42.29019621, -71.07159012)"
I182028276,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2, ,,4/15/2018 20:27,2018,4,Sunday,20,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182028275,724,Auto Theft,AUTO THEFT,B2,319,,4/15/2018 20:51,2018,4,Sunday,20,Part One,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I182028275,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B2,319,,4/15/2018 20:51,2018,4,Sunday,20,Part Two,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I182028274,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7, ,,4/15/2018 20:17,2018,4,Sunday,20,Part Three,BENNINGTON ST,,,"(0.00000000, 0.00000000)"
I182028272,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3, ,,4/15/2018 20:14,2018,4,Sunday,20,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182028271,3301,Verbal Disputes,VERBAL DISPUTE,E5,563,,4/15/2018 19:46,2018,4,Sunday,19,Part Three,FAWNDALE RD,42.29011783,-71.12187904,"(42.29011783, -71.12187904)"
I182028270,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,304,,4/15/2018 18:35,2018,4,Sunday,18,Part Three,NOTRE DAME ST,42.31852698,-71.09664983,"(42.31852698, -71.09664983)"
I182028268,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,105,,4/15/2018 16:38,2018,4,Sunday,16,Part Two,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182028267,2647,Other,THREATS TO DO BODILY HARM,C11,357,,4/15/2018 18:39,2018,4,Sunday,18,Part Two,GENEVA AVE,42.30080999,-71.06705066,"(42.30080999, -71.06705066)"
I182028266,3115,Investigate Person,INVESTIGATE PERSON,C11,394,,4/15/2018 19:06,2018,4,Sunday,19,Part Three,ASHMONT ST,42.28583164,-71.0640336,"(42.28583164, -71.06403360)"
I182028265,613,Larceny,LARCENY SHOPLIFTING,C11,350,,4/15/2018 18:59,2018,4,Sunday,18,Part One,DORCHESTER AVE,42.30254239,-71.0595669,"(42.30254239, -71.05956690)"
I182028263,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,E5,720,,4/15/2018 18:45,2018,4,Sunday,18,Part Two,LAGRANGE ST,42.28110931,-71.15910147,"(42.28110931, -71.15910147)"
I182028262,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,243,,4/15/2018 17:38,2018,4,Sunday,17,Part Three,PLEASANT ST,42.31609411,-71.05958957,"(42.31609411, -71.05958957)"
I182028261,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,574,,4/15/2018 19:15,2018,4,Sunday,19,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I182028259,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,802,,4/15/2018 17:57,2018,4,Sunday,17,Part One,BRIGHTON AVE,42.35315862,-71.13289373,"(42.35315862, -71.13289373)"
I182028258,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D14,812,,4/15/2018 18:43,2018,4,Sunday,18,Part Three,N HARVARD ST,42.36402978,-71.1286334,"(42.36402978, -71.12863340)"
I182028257,3115,Investigate Person,INVESTIGATE PERSON,E5,562,,4/15/2018 18:43,2018,4,Sunday,18,Part Three,BASILE ST,42.28665378,-71.12665398,"(42.28665378, -71.12665398)"
I182028256,3114,Investigate Property,INVESTIGATE PROPERTY,D14,811,,4/15/2018 16:43,2018,4,Sunday,16,Part Three,RIVERDALE ST,42.36233533,-71.13258754,"(42.36233533, -71.13258754)"
I182028255,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,586,,4/15/2018 18:12,2018,4,Sunday,18,Part Two,TERRACE ST,42.32746198,-71.09852527,"(42.32746198, -71.09852527)"
I182028254,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,23,,4/15/2018 18:21,2018,4,Sunday,18,Part Three,MERIDIAN ST,42.37594469,-71.03911786,"(42.37594469, -71.03911786)"
I182028252,3410,Towed,TOWED MOTOR VEHICLE,A1,91,,4/15/2018 17:01,2018,4,Sunday,17,Part Three,HANOVER ST,42.36339154,-71.05488123,"(42.36339154, -71.05488123)"
I182028251,311,Robbery,ROBBERY - COMMERCIAL,C11,365,,4/15/2018 18:14,2018,4,Sunday,18,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
I182028250,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,143,,4/15/2018 17:50,2018,4,Sunday,17,Part Three,HUNTINGTON AVE,42.34749899,-71.07925506,"(42.34749899, -71.07925506)"
I182028249,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,792,,4/10/2018 17:30,2018,4,Tuesday,17,Part One,VINAL ST,42.34591175,-71.13842377,"(42.34591175, -71.13842377)"
I182028248,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,244,,4/15/2018 17:37,2018,4,Sunday,17,Part Three,HOWES ST,42.3179254,-71.05784812,"(42.31792540, -71.05784812)"
I182028247,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E18,503,,4/15/2018 16:55,2018,4,Sunday,16,Part Three,AMERICAN LEGION HWY,42.28544884,-71.11055934,"(42.28544884, -71.11055934)"
I182028246,1402,Vandalism,VANDALISM,C6,195,,4/15/2018 16:49,2018,4,Sunday,16,Part Two,MIDDLE ST,42.33204066,-71.05602989,"(42.33204066, -71.05602989)"
I182028245,3114,Investigate Property,INVESTIGATE PROPERTY,C11,387,,4/15/2018 14:34,2018,4,Sunday,14,Part Three,ADAMS ST,42.27282017,-71.06525771,"(42.27282017, -71.06525771)"
I182028244,3410,Towed,TOWED MOTOR VEHICLE,D4,151,,4/15/2018 15:41,2018,4,Sunday,15,Part Three,WARREN AVE,42.3451635,-71.07129114,"(42.34516350, -71.07129114)"
I182028243,3125,Warrant Arrests,WARRANT ARREST,B2,309,,4/15/2018 17:44,2018,4,Sunday,17,Part Three,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I182028242,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,260,,4/15/2018 17:39,2018,4,Sunday,17,Part Two,HARTFORD ST,42.3174536,-71.07327858,"(42.31745360, -71.07327858)"
I182028240,3301,Verbal Disputes,VERBAL DISPUTE,B2,301,,4/15/2018 17:10,2018,4,Sunday,17,Part Three,FORT AVE,42.32591192,-71.09494763,"(42.32591192, -71.09494763)"
I182028239,3301,Verbal Disputes,VERBAL DISPUTE,A7,26,,4/15/2018 17:08,2018,4,Sunday,17,Part Three,BORDER ST,42.37382755,-71.04052459,"(42.37382755, -71.04052459)"
I182028236,3301,Verbal Disputes,VERBAL DISPUTE,B2,316,,4/15/2018 16:42,2018,4,Sunday,16,Part Three,SEAVER ST,42.31275031,-71.09388736,"(42.31275031, -71.09388736)"
I182028235,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,916,,4/15/2018 12:40,2018,4,Sunday,12,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182028234,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,94,,4/14/2018 18:30,2018,4,Saturday,18,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182028233,3301,Verbal Disputes,VERBAL DISPUTE,D14,803,,4/15/2018 16:26,2018,4,Sunday,16,Part Three,BRAINTREE ST,42.35631415,-71.13567792,"(42.35631415, -71.13567792)"
I182028232,1001,Counterfeiting,FORGERY / COUNTERFEITING,E13,304,,4/15/2018 17:03,2018,4,Sunday,17,Part Two,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
I182028231,3114,Investigate Property,INVESTIGATE PROPERTY,D14,778,,4/15/2018 17:12,2018,4,Sunday,17,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182028229,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D4,165,,4/15/2018 16:34,2018,4,Sunday,16,Part Three,HARRISON AVE,42.34136252,-71.06707636,"(42.34136252, -71.06707636)"
I182028228,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,3,,4/15/2018 5:00,2018,4,Sunday,5,Part One,BARNES AVE,42.3856098,-71.00130495,"(42.38560980, -71.00130495)"
I182028226,3114,Investigate Property,INVESTIGATE PROPERTY,B3,943,,4/15/2018 13:48,2018,4,Sunday,13,Part Three,WOODBOLE AVE,42.27626552,-71.08265043,"(42.27626552, -71.08265043)"
I182028225,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,822,,4/15/2018 16:00,2018,4,Sunday,16,Part Three,GEORGETOWNE DR,42.25563199,-71.14339195,"(42.25563199, -71.14339195)"
I182028223,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,801,,4/15/2018 16:38,2018,4,Sunday,16,Part One,GARDNER ST,42.35351814,-71.13117064,"(42.35351814, -71.13117064)"
I182028222,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,4/15/2018 16:26,2018,4,Sunday,16,Part Three,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)"
I182028219,3301,Verbal Disputes,VERBAL DISPUTE,A15,59,,4/14/2018 11:30,2018,4,Saturday,11,Part Three,VENDEN PL,42.37325818,-71.06433261,"(42.37325818, -71.06433261)"
I182028218,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,466,,4/15/2018 14:51,2018,4,Sunday,14,Part Three,HARVARD ST,42.28594271,-71.09618534,"(42.28594271, -71.09618534)"
I182028216,3115,Investigate Person,INVESTIGATE PERSON,C11,345,,4/15/2018 15:35,2018,4,Sunday,15,Part Three,ROBINSON ST,42.30248605,-71.06321339,"(42.30248605, -71.06321339)"
I182028215,613,Larceny,LARCENY SHOPLIFTING,A1,102,,4/15/2018 15:02,2018,4,Sunday,15,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I182028214,3301,Verbal Disputes,VERBAL DISPUTE,A15, ,,4/15/2018 15:28,2018,4,Sunday,15,Part Three,O'BRIEN CT,,,"(0.00000000, 0.00000000)"
I182028213,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,41,,4/15/2018 15:49,2018,4,Sunday,15,Part Three,BUNKER HILL ST,42.37707999,-71.05708942,"(42.37707999, -71.05708942)"
I182028212,2647,Other,THREATS TO DO BODILY HARM,E18,525,,4/14/2018 18:18,2018,4,Saturday,18,Part Two,YUILL CIR,42.23755192,-71.13034635,"(42.23755192, -71.13034635)"
I182028210,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E18,544,,4/15/2018 15:09,2018,4,Sunday,15,Part Two,AUSTIN ST,42.26107427,-71.12583831,"(42.26107427, -71.12583831)"
I182028209,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,287,,4/15/2018 14:57,2018,4,Sunday,14,Part Two,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I182028208,611,Larceny,LARCENY PICK-POCKET,C11,356,,4/15/2018 14:00,2018,4,Sunday,14,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I182028207,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,362,,4/15/2018 14:20,2018,4,Sunday,14,Part Three,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I182028206,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,,4/15/2018 14:30,2018,4,Sunday,14,Part Three,HARVARD ST,,,"(0.00000000, 0.00000000)"
I182028205,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3, ,,4/15/2018 13:11,2018,4,Sunday,13,Part Two,AMES ST,,,"(0.00000000, 0.00000000)"
I182028204,724,Auto Theft,AUTO THEFT,A1,125,,4/13/2018 18:00,2018,4,Friday,18,Part One,ARLINGTON ST,42.34904108,-71.06951499,"(42.34904108, -71.06951499)"
I182028202,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,311,,4/15/2018 14:01,2018,4,Sunday,14,Part Two,WARREN ST,42.31940816,-71.08140505,"(42.31940816, -71.08140505)"
I182028201,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,192,,4/15/2018 14:00,2018,4,Sunday,14,Part Three,GENERAL WILLIAM H DEVINE ,42.32859767,-71.05363334,"(42.32859767, -71.05363334)"
I182028200,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,718,,4/15/2018 13:42,2018,4,Sunday,13,Part Three,ANSONIA RD,42.27267674,-71.16266855,"(42.27267674, -71.16266855)"
I182028199,3301,Verbal Disputes,VERBAL DISPUTE,B2,586,,4/15/2018 13:14,2018,4,Sunday,13,Part Three,TERRACE ST,42.32746198,-71.09852527,"(42.32746198, -71.09852527)"
I182028198,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E18,519,,4/15/2018 14:29,2018,4,Sunday,14,Part Three,HYDE PARK AVE,42.26121311,-71.12241706,"(42.26121311, -71.12241706)"
I182028196,3201,Property Lost,PROPERTY - LOST,C11,335,,4/15/2018 13:44,2018,4,Sunday,13,Part Three,BOWDOIN ST,42.3078312,-71.06529544,"(42.30783120, -71.06529544)"
I182028195,1402,Vandalism,VANDALISM,C11,823,,4/14/2018 17:00,2018,4,Saturday,17,Part Two,PLEASANT ST,42.31190475,-71.05910531,"(42.31190475, -71.05910531)"
I182028194,3410,Towed,TOWED MOTOR VEHICLE,D14,795,,4/15/2018 12:59,2018,4,Sunday,12,Part Three,GRIGGS PL,42.35148742,-71.13660797,"(42.35148742, -71.13660797)"
I182028193,3410,Towed,TOWED MOTOR VEHICLE,A1,85,,4/15/2018 13:19,2018,4,Sunday,13,Part Three,ENDICOTT ST,42.36484926,-71.05736028,"(42.36484926, -71.05736028)"
I182028192,613,Larceny,LARCENY SHOPLIFTING,D4,130,,4/15/2018 13:26,2018,4,Sunday,13,Part One,SAINT JAMES AVE,42.34957198,-71.07585988,"(42.34957198, -71.07585988)"
I182028191,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,916,,4/15/2018 13:26,2018,4,Sunday,13,Part Two,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I182028191,3125,Warrant Arrests,WARRANT ARREST,E13,916,,4/15/2018 13:26,2018,4,Sunday,13,Part Three,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I182028190,3115,Investigate Person,INVESTIGATE PERSON,C11,345,,4/14/2018 12:00,2018,4,Saturday,12,Part Three,HOMES AVE,42.30344073,-71.06674608,"(42.30344073, -71.06674608)"
I182028189,1402,Vandalism,VANDALISM,B2, ,,4/14/2018 21:00,2018,4,Saturday,21,Part Two,20 BISHOP JOE L SMITH WAY,,,"(0.00000000, 0.00000000)"
I182028188,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,4/15/2018 13:26,2018,4,Sunday,13,Part Three,ELIZABETH ST,42.27986526,-71.08798275,"(42.27986526, -71.08798275)"
I182028187,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,A7,30,,4/15/2018 13:48,2018,4,Sunday,13,Part Three,SUMNER ST,42.36772441,-71.03706813,"(42.36772441, -71.03706813)"
I182028186,619,Larceny,LARCENY ALL OTHERS,D4,134,,4/15/2018 13:21,2018,4,Sunday,13,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
I182028185,3114,Investigate Property,INVESTIGATE PROPERTY,A1, ,,4/15/2018 13:33,2018,4,Sunday,13,Part Three,,,,"(0.00000000, 0.00000000)"
I182028184,301,Robbery,ROBBERY - STREET,C11,403,,4/15/2018 12:53,2018,4,Sunday,12,Part One,FULLER ST,42.28314378,-71.06766456,"(42.28314378, -71.06766456)"
I182028184,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,403,,4/15/2018 12:53,2018,4,Sunday,12,Part Two,FULLER ST,42.28314378,-71.06766456,"(42.28314378, -71.06766456)"
I182028183,3410,Towed,TOWED MOTOR VEHICLE,B3,466,,4/15/2018 13:07,2018,4,Sunday,13,Part Three,ESTELLA ST,42.28687441,-71.09457079,"(42.28687441, -71.09457079)"
I182028182,3301,Verbal Disputes,VERBAL DISPUTE,D4,621,,4/15/2018 12:39,2018,4,Sunday,12,Part Three,MARLBOROUGH ST,42.34997016,-71.08939772,"(42.34997016, -71.08939772)"
I182028181,617,Larceny,LARCENY THEFT FROM BUILDING,D4,623,,4/10/2018 10:30,2018,4,Tuesday,10,Part One,COMMONWEALTH AVE,42.34880461,-71.09392554,"(42.34880461, -71.09392554)"
I182028180,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,765,,4/15/2018 12:35,2018,4,Sunday,12,Part Three,FAIRBANKS ST,42.35241142,-71.16290995,"(42.35241142, -71.16290995)"
I182028179,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,24,,4/15/2018 12:43,2018,4,Sunday,12,Part Two,EUTAW ST,42.37949215,-71.03685008,"(42.37949215, -71.03685008)"
I182028178,3115,Investigate Person,INVESTIGATE PERSON,C6,211,,4/15/2018 12:11,2018,4,Sunday,12,Part Three,D ST,42.33940359,-71.05015272,"(42.33940359, -71.05015272)"
I182028177,3201,Property Lost,PROPERTY - LOST,E13,307,,4/15/2018 12:10,2018,4,Sunday,12,Part Three,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
I182028176,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,345,,4/13/2018 12:13,2018,4,Friday,12,Part One,MONTELLO ST,42.30242197,-71.06122871,"(42.30242197, -71.06122871)"
I182028174,1402,Vandalism,VANDALISM,A1,75,,4/15/2018 12:19,2018,4,Sunday,12,Part Two,CAUSEWAY ST,42.3649755,-71.062044,"(42.36497550, -71.06204400)"
I182028174,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,4/15/2018 12:19,2018,4,Sunday,12,Part Two,CAUSEWAY ST,42.3649755,-71.062044,"(42.36497550, -71.06204400)"
I182028173,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,280,,4/15/2018 11:47,2018,4,Sunday,11,Part Two,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I182028172,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,143,,4/15/2018 12:07,2018,4,Sunday,12,Part Three,BOYLSTON ST,42.34815229,-71.08450821,"(42.34815229, -71.08450821)"
I182028171,3207,Property Found,PROPERTY - FOUND,E5,681,,4/15/2018 12:15,2018,4,Sunday,12,Part Three,WASHINGTON ST,42.27927742,-71.13584953,"(42.27927742, -71.13584953)"
I182028170,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,577,,4/14/2018 16:00,2018,4,Saturday,16,Part One,DALRYMPLE ST,42.31517051,-71.1012512,"(42.31517051, -71.10125120)"
I182028169,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2, ,,4/15/2018 11:23,2018,4,Sunday,11,Part Three,PARKER ST,,,"(0.00000000, 0.00000000)"
I182028168,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,D14, ,,4/15/2018 11:20,2018,4,Sunday,11,Part Two,BRAINTREE ST,,,"(0.00000000, 0.00000000)"
I182028167,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,E18,495,,4/15/2018 11:33,2018,4,Sunday,11,Part Three,HYDE PARK AVE,42.26161249,-71.12217545,"(42.26161249, -71.12217545)"
I182028165,3007,Medical Assistance,SUDDEN DEATH,E18,529,,4/15/2018 9:36,2018,4,Sunday,9,Part Three,COMO RD,42.24071718,-71.13935624,"(42.24071718, -71.13935624)"
I182028164,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,70,,4/14/2018 22:00,2018,4,Saturday,22,Part One,CHARLES ST,42.35739591,-71.07008873,"(42.35739591, -71.07008873)"
I182028163,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,476,,4/15/2018 10:21,2018,4,Sunday,10,Part Three,REGIS RD,42.27064206,-71.09587908,"(42.27064206, -71.09587908)"
I182028162,3301,Verbal Disputes,VERBAL DISPUTE,B2,318,,4/15/2018 10:45,2018,4,Sunday,10,Part Three,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
