INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152060214,561,Other Burglary,BURGLARY - OTHER - ATTEMPT,A7,22,,7/21/2015 11:10,2015,7,Tuesday,11,Part One,HAVRE ST,42.37622688,-71.03439728,"(42.37622688, -71.03439728)"
I152060213,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3, ,,7/21/2015 10:27,2015,7,Tuesday,10,Part Two,,,,"(0.00000000, 0.00000000)"
I152060212,3125,Warrant Arrests,WARRANT ARREST,D4,273,,7/21/2015 11:25,2015,7,Tuesday,11,Part Three,MASSACHUSETTS AVE,42.33825572,-71.07920918,"(42.33825572, -71.07920918)"
I152060211,3116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,A7,34,,7/21/2015 10:19,2015,7,Tuesday,10,Part Three,MARGINAL ST,42.36423833,-71.03344046,"(42.36423833, -71.03344046)"
I152060210,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,343,,7/21/2015 9:25,2015,7,Tuesday,9,Part Two,HOMES AVE,42.30252756,-71.07088862,"(42.30252756, -71.07088862)"
I152060208,3125,Warrant Arrests,WARRANT ARREST,A7,30,,7/21/2015 10:39,2015,7,Tuesday,10,Part Three,COTTAGE ST,42.37010622,-71.03261984,"(42.37010622, -71.03261984)"
I152060207,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C11,352,,7/21/2015 10:45,2015,7,Tuesday,10,Part Three,CHARLES ST,42.30029456,-71.0628407,"(42.30029456, -71.06284070)"
I152060206,724,Auto Theft,AUTO THEFT,C6,233,,7/20/2015 23:30,2015,7,Monday,23,Part One,E EIGHTH ST,42.33136268,-71.04168463,"(42.33136268, -71.04168463)"
I152060205,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,792,,7/7/2015 22:00,2015,7,Tuesday,22,Part One,VINAL ST,42.34591175,-71.13842377,"(42.34591175, -71.13842377)"
I152060204,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,772,,7/21/2015 11:03,2015,7,Tuesday,11,Part Three,CHESTNUT HILL AVE,42.34543304,-71.15293427,"(42.34543304, -71.15293427)"
I152060203,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,525,,7/21/2015 10:45,2015,7,Tuesday,10,Part Two,NEPONSET VALLEY PKWY,42.23628029,-71.12859233,"(42.23628029, -71.12859233)"
I152060203,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E18,525,,7/21/2015 10:45,2015,7,Tuesday,10,Part Two,NEPONSET VALLEY PKWY,42.23628029,-71.12859233,"(42.23628029, -71.12859233)"
I152060202,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,168,,7/21/2015 11:04,2015,7,Tuesday,11,Part Two,W NEWTON ST,42.33927252,-71.07409802,"(42.33927252, -71.07409802)"
I152060200,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,335,,7/21/2015 10:11,2015,7,Tuesday,10,Part Three,HAMILTON ST,42.30658655,-71.06747889,"(42.30658655, -71.06747889)"
I152060199,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,630,,7/21/2015 10:58,2015,7,Tuesday,10,Part One,BEACON ST,42.34705292,-71.1037307,"(42.34705292, -71.10373070)"
I152060198,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,124,,7/21/2015 10:40,2015,7,Tuesday,10,Part Three,KNEELAND ST,42.35036313,-71.06055809,"(42.35036313, -71.06055809)"
I152060197,613,Larceny,LARCENY SHOPLIFTING,A1,120,,7/7/2015 14:30,2015,7,Tuesday,14,Part One,BOYLSTON ST,42.3520464,-71.06992523,"(42.35204640, -71.06992523)"
I152060196,1109,Fraud,FRAUD - WIRE,B2,326,,7/21/2015 10:52,2015,7,Tuesday,10,Part Two,QUINCY ST,42.31332153,-71.07591511,"(42.31332153, -71.07591511)"
I152060195,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,7/21/2015 10:23,2015,7,Tuesday,10,Part Two,MERRIMAC ST,42.36357376,-71.06169582,"(42.36357376, -71.06169582)"
I152060194,3201,Property Lost,PROPERTY - LOST,A1,173,,7/18/2015 14:30,2015,7,Saturday,14,Part Three,ATLANTIC AVE,42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
I152060193,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,92,,7/21/2015 10:11,2015,7,Tuesday,10,Part Three,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I152060192,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,A7,24,,7/21/2015 9:28,2015,7,Tuesday,9,Part Three,BROOKS ST,42.37958999,-71.03556964,"(42.37958999, -71.03556964)"
I152060191,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,232,,7/19/2015 16:00,2015,7,Sunday,16,Part One,P ST,42.33292583,-71.02709025,"(42.33292583, -71.02709025)"
I152060191,724,Auto Theft,AUTO THEFT,C6,232,,7/19/2015 16:00,2015,7,Sunday,16,Part One,P ST,42.33292583,-71.02709025,"(42.33292583, -71.02709025)"
I152060190,3125,Warrant Arrests,WARRANT ARREST,B2, ,,7/21/2015 10:02,2015,7,Tuesday,10,Part Three,,,,"(0.00000000, 0.00000000)"
I152060189,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,145,,7/21/2015 10:12,2015,7,Tuesday,10,Part One,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.34243945, -71.08445530)"
I152060188,1402,Vandalism,VANDALISM,D14,815,,7/20/2015 17:20,2015,7,Monday,17,Part Two,N HARVARD ST,42.36151417,-71.13019629,"(42.36151417, -71.13019629)"
I152060187,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,586,,7/20/2015 21:30,2015,7,Monday,21,Part One,HILLSIDE ST,42.33013124,-71.10138008,"(42.33013124, -71.10138008)"
I152060186,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,171,,7/21/2015 9:54,2015,7,Tuesday,9,Part Two, ALBANY ST ,42.33361,-71.07337,"(42.33361000, -71.07337000)"
I152060184,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D14,771,,7/21/2015 8:50,2015,7,Tuesday,8,Part Two,PARSONS ST,42.34906857,-71.15578749,"(42.34906857, -71.15578749)"
I152060183,1402,Vandalism,VANDALISM,C6,209,,7/21/2015 9:46,2015,7,Tuesday,9,Part Two,SUMMER ST,42.34391063,-71.03856937,"(42.34391063, -71.03856937)"
I152060182,3007,Medical Assistance,SUDDEN DEATH,E5,707,,7/21/2015 8:07,2015,7,Tuesday,8,Part Three,HERON ST,42.26995987,-71.14970869,"(42.26995987, -71.14970869)"
I152060181,3201,Property Lost,PROPERTY - LOST,C6,205,,7/20/2015 16:00,2015,7,Monday,16,Part Three,A ST,42.34695268,-71.05112684,"(42.34695268, -71.05112684)"
I152060180,3001,Medical Assistance,DEATH INVESTIGATION,B2,295,,7/21/2015 9:01,2015,7,Tuesday,9,Part Three,CIRCUIT ST,42.32348052,-71.08601678,"(42.32348052, -71.08601678)"
I152060179,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E18,478,,7/21/2015 2:30,2015,7,Tuesday,2,Part One,TAMPA ST,42.2726799,-71.10925935,"(42.27267990, -71.10925935)"
I152060178,301,Robbery,ROBBERY - STREET,E18,522,,7/21/2015 7:12,2015,7,Tuesday,7,Part One,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I152060178,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,522,,7/21/2015 7:12,2015,7,Tuesday,7,Part One,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I152060177,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,A7,9,,7/21/2015 9:15,2015,7,Tuesday,9,Part Two,FAYWOOD AVE,42.39214603,-71.00893922,"(42.39214603, -71.00893922)"
I152060176,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D14, ,,7/21/2015 8:55,2015,7,Tuesday,8,Part Three,BUICK ST,42.35100549,-71.1158132,"(42.35100549, -71.11581320)"
I152060175,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,291,,7/20/2015 23:45,2015,7,Monday,23,Part Three,CEDAR ST,42.32814382,-71.09699557,"(42.32814382, -71.09699557)"
I152060174,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,679,,7/21/2015 7:35,2015,7,Tuesday,7,Part Three,BIRCH ST,42.28588503,-71.13117001,"(42.28588503, -71.13117001)"
I152060173,3201,Property Lost,PROPERTY - LOST,A15,38,,7/20/2015 10:30,2015,7,Monday,10,Part Three,CHELSEA ST,42.37455893,-71.05733972,"(42.37455893, -71.05733972)"
I152060172,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D14,811,,7/21/2015 8:27,2015,7,Tuesday,8,Part Three,BERTRAM ST,42.36274861,-71.13017816,"(42.36274861, -71.13017816)"
I152060171,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,800,,7/21/2015 2:30,2015,7,Tuesday,2,Part One,GARDNER ST,42.35367844,-71.12861785,"(42.35367844, -71.12861785)"
I152060170,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,282,,7/21/2015 8:26,2015,7,Tuesday,8,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I152060169,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,234,,7/14/2015 20:00,2015,7,Tuesday,20,Part Three,TICKNOR ST,42.33008163,-71.03598276,"(42.33008163, -71.03598276)"
I152060167,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,124,,7/21/2015 8:21,2015,7,Tuesday,8,Part Two,HUDSON ST,42.35027686,-71.0602447,"(42.35027686, -71.06024470)"
I152060167,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,A1,124,,7/21/2015 8:21,2015,7,Tuesday,8,Part Two,HUDSON ST,42.35027686,-71.0602447,"(42.35027686, -71.06024470)"
I152060166,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E18,519,,7/21/2015 6:40,2015,7,Tuesday,6,Part Two,CENTRAL AVE,42.25753276,-71.12096275,"(42.25753276, -71.12096275)"
I152060166,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E18,519,,7/21/2015 6:40,2015,7,Tuesday,6,Part Two,CENTRAL AVE,42.25753276,-71.12096275,"(42.25753276, -71.12096275)"
I152060165,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,142,,7/20/2015 20:00,2015,7,Monday,20,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I152060164,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,421,,7/21/2015 7:40,2015,7,Tuesday,7,Part One,EVANS ST,42.28083844,-71.08458855,"(42.28083844, -71.08458855)"
I152060163,3201,Property Lost,PROPERTY - LOST,C11, ,,7/20/2015 10:00,2015,7,Monday,10,Part Three,,,,"(0.00000000, 0.00000000)"
I152060162,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6, ,,7/21/2015 7:31,2015,7,Tuesday,7,Part Three,A ST,42.34059518,-71.05703916,"(42.34059518, -71.05703916)"
I152060161,3502,Missing Person Located,MISSING PERSON - LOCATED,E5,552,,7/21/2015 7:24,2015,7,Tuesday,7,Part Three,WASHINGTON ST,42.28112225,-71.1338382,"(42.28112225, -71.13383820)"
I152060160,616,Larceny,LARCENY THEFT OF BICYCLE,C6,227,,7/21/2015 7:55,2015,7,Tuesday,7,Part One,E BROADWAY,42.33568411,-71.03231905,"(42.33568411, -71.03231905)"
I152060159,3201,Property Lost,PROPERTY - LOST,E13,574,,7/21/2015 0:00,2015,7,Tuesday,0,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I152060158,1109,Fraud,FRAUD - WIRE,D4,164,,7/6/2015 8:00,2015,7,Monday,8,Part Two,WASHINGTON ST,42.34175462,-71.0685477,"(42.34175462, -71.06854770)"
I152060157,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,777,,7/20/2015 23:45,2015,7,Monday,23,Part Three,WASHINGTON ST,42.34724186,-71.14870339,"(42.34724186, -71.14870339)"
I152060156,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,329,,7/21/2015 6:44,2015,7,Tuesday,6,Part Three,DEVON ST,42.31038717,-71.0805453,"(42.31038717, -71.08054530)"
I152060155,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C6,205,,7/21/2015 6:47,2015,7,Tuesday,6,Part Three,MELCHER ST,42.34975562,-71.0504545,"(42.34975562, -71.05045450)"
I152060152,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,355,,7/21/2015 5:09,2015,7,Tuesday,5,Part Three,ADAMS ST,42.29681873,-71.05656121,"(42.29681873, -71.05656121)"
I152060151,617,Larceny,LARCENY THEFT FROM BUILDING,E18,494,,7/21/2015 5:02,2015,7,Tuesday,5,Part One,RIVER ST,42.25940183,-71.1173157,"(42.25940183, -71.11731570)"
I152060150,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,807,,7/21/2015 5:00,2015,7,Tuesday,5,Part Three,EVERETT ST,42.36053148,-71.13644289,"(42.36053148, -71.13644289)"
I152060149,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,393,,7/21/2015 4:51,2015,7,Tuesday,4,Part Three,ADAMS ST,42.28966391,-71.05597704,"(42.28966391, -71.05597704)"
I152060148,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,94,,7/21/2015 2:03,2015,7,Tuesday,2,Part Two,CHATHAM ST,42.35969525,-71.05401301,"(42.35969525, -71.05401301)"
I152060146,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1, ,,7/21/2015 3:43,2015,7,Tuesday,3,Part Three,,,,"(0.00000000, 0.00000000)"
I152060145,301,Robbery,ROBBERY - STREET,A1,78,,7/21/2015 4:04,2015,7,Tuesday,4,Part One,BLACKSTONE ST,42.36165196,-71.05630529,"(42.36165196, -71.05630529)"
I152060144,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,400,,7/21/2015 3:47,2015,7,Tuesday,3,Part One,ASHMONT ST,42.28528936,-71.07002973,"(42.28528936, -71.07002973)"
I152060144,2610,Other,TRESPASSING,C11,400,,7/21/2015 3:47,2015,7,Tuesday,3,Part Two,ASHMONT ST,42.28528936,-71.07002973,"(42.28528936, -71.07002973)"
I152060143,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,787,,7/21/2015 2:30,2015,7,Tuesday,2,Part Three,KILSYTH RD,42.34040563,-71.14548726,"(42.34040563, -71.14548726)"
I152060141,1402,Vandalism,VANDALISM,B2,606,,7/21/2015 2:12,2015,7,Tuesday,2,Part Two,FISHER AVE,42.32933595,-71.10866248,"(42.32933595, -71.10866248)"
I152060139,617,Larceny,LARCENY THEFT FROM BUILDING,A1,101,,7/21/2015 1:15,2015,7,Tuesday,1,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I152060138,3114,Investigate Property,INVESTIGATE PROPERTY,B2,909,,7/21/2015 0:11,2015,7,Tuesday,0,Part Three,TREMONT ST,42.3346705,-71.088934,"(42.33467050, -71.08893400)"
I152060137,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C6,232,,7/21/2015 2:25,2015,7,Tuesday,2,Part One,E SIXTH ST,42.33324404,-71.02812795,"(42.33324404, -71.02812795)"
I152060136,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C11,244,,7/21/2015 2:07,2015,7,Tuesday,2,Part Three,MAYFIELD ST,42.31650496,-71.05803929,"(42.31650496, -71.05803929)"
I152060133,2204,Liquor Violation,LIQUOR LAW VIOLATION,A15,47,,7/21/2015 2:04,2015,7,Tuesday,2,Part Two,BUNKER HILL ST,42.38155265,-71.06786324,"(42.38155265, -71.06786324)"
I152060133,2610,Other,TRESPASSING,A15,47,,7/21/2015 2:04,2015,7,Tuesday,2,Part Two,BUNKER HILL ST,42.38155265,-71.06786324,"(42.38155265, -71.06786324)"
I152060131,613,Larceny,LARCENY SHOPLIFTING,C11,385,,7/21/2015 1:36,2015,7,Tuesday,1,Part One,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)"
I152060131,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,385,,7/21/2015 1:36,2015,7,Tuesday,1,Part One,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)"
I152060130,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),, ,,7/21/2015 0:00,2015,7,Tuesday,0,Other,PUBLIC ALLEY NO 434,,,"(0.00000000, 0.00000000)"
I152060129,3114,Investigate Property,INVESTIGATE PROPERTY,B3,466,,7/21/2015 1:51,2015,7,Tuesday,1,Part Three,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I152060128,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,915,,7/20/2015 23:50,2015,7,Monday,23,Part Two,E EIGHTH ST,42.33129745,-71.04864886,"(42.33129745, -71.04864886)"
I152060127,371,Robbery,ROBBERY - HOME INVASION,D14,768,,7/20/2015 18:00,2015,7,Monday,18,Part One,N BEACON ST,42.3572303,-71.15321998,"(42.35723030, -71.15321998)"
I152060126,1402,Vandalism,VANDALISM,D14,804,,7/21/2015 1:29,2015,7,Tuesday,1,Part Two,N BEACON ST,42.35479451,-71.14374481,"(42.35479451, -71.14374481)"
I152060125,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,357,,7/21/2015 0:32,2015,7,Tuesday,0,Part Two,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I152060124,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,438,,7/20/2015 14:00,2015,7,Monday,14,Part One,TALBOT AVE,42.29158089,-71.07664628,"(42.29158089, -71.07664628)"
I152060123,3301,Verbal Disputes,VERBAL DISPUTE,B2,237,,7/21/2015 0:44,2015,7,Tuesday,0,Part Three,HUMPHREYS ST,42.32038054,-71.0656278,"(42.32038054, -71.06562780)"
I152060122,3115,Investigate Person,INVESTIGATE PERSON,C11,461,,7/21/2015 0:19,2015,7,Tuesday,0,Part Three,ROSSETER ST,42.30334343,-71.07416742,"(42.30334343, -71.07416742)"
I152060120,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,173,,7/21/2015 0:36,2015,7,Tuesday,0,Part Three,ATLANTIC AVE,42.35083019,-71.05641803,"(42.35083019, -71.05641803)"
I152060119,3301,Verbal Disputes,VERBAL DISPUTE,C6,914,,7/20/2015 23:21,2015,7,Monday,23,Part Three,GENERAL LAWRENCE J LOGAN ,42.32828842,-71.05529696,"(42.32828842, -71.05529696)"
I152060118,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,E18,555,,7/21/2015 0:03,2015,7,Tuesday,0,Part Two,METROPOLITAN AVE,42.27558338,-71.12533255,"(42.27558338, -71.12533255)"
I152060117,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,311,,7/21/2015 0:36,2015,7,Tuesday,0,Part Three,WARREN ST,42.31865102,-71.08162344,"(42.31865102, -71.08162344)"
I152060116,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,295,,7/20/2015 23:33,2015,7,Monday,23,Part Three,DABNEY ST,42.32451689,-71.0837703,"(42.32451689, -71.08377030)"
I152060115,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,350,,7/20/2015 22:56,2015,7,Monday,22,Part Three,ORCHARDFIELD ST,42.30390419,-71.05884547,"(42.30390419, -71.05884547)"
I152060112,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,474,,7/20/2015 23:17,2015,7,Monday,23,Part Three,CANAAN ST,42.27325445,-71.10326628,"(42.27325445, -71.10326628)"
I152060112,3501,Missing Person Reported,MISSING PERSON,B3,474,,7/20/2015 23:17,2015,7,Monday,23,Part Three,CANAAN ST,42.27325445,-71.10326628,"(42.27325445, -71.10326628)"
I152060111,3125,Warrant Arrests,WARRANT ARREST,B2,311,,7/20/2015 22:14,2015,7,Monday,22,Part Three,BLUE HILL AVE,42.3160569,-71.07820017,"(42.31605690, -71.07820017)"
I152060111,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,311,,7/20/2015 22:14,2015,7,Monday,22,Part Two,BLUE HILL AVE,42.3160569,-71.07820017,"(42.31605690, -71.07820017)"
I152060108,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,305,Y,7/20/2015 23:06,2015,7,Monday,23,Part One,MARTIN LUTHER KING JR BLV,42.3208382,-71.09018598,"(42.32083820, -71.09018598)"
I152060107,1402,Vandalism,VANDALISM,B3,459,,7/20/2015 22:22,2015,7,Monday,22,Part Two,POWELLTON RD,42.3045083,-71.08075871,"(42.30450830, -71.08075871)"
I152060107,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,459,,7/20/2015 22:22,2015,7,Monday,22,Part Two,POWELLTON RD,42.3045083,-71.08075871,"(42.30450830, -71.08075871)"
I152060104,3125,Warrant Arrests,WARRANT ARREST,B2,321,,7/20/2015 21:15,2015,7,Monday,21,Part Three,INTERVALE ST,42.31226098,-71.08179001,"(42.31226098, -71.08179001)"
I152060103,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,431,,7/20/2015 22:21,2015,7,Monday,22,Part Two,CALLENDER ST,42.28785393,-71.08679684,"(42.28785393, -71.08679684)"
I152060102,1402,Vandalism,VANDALISM,B2,326,,7/20/2015 22:09,2015,7,Monday,22,Part Two,INTERVALE ST,42.31141864,-71.0796476,"(42.31141864, -71.07964760)"
I152060101,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,588,,7/20/2015 21:32,2015,7,Monday,21,Part Two,TREMONT ST,42.33167475,-71.09640092,"(42.33167475, -71.09640092)"
I152060099,3115,Investigate Person,INVESTIGATE PERSON,B3,428,,7/20/2015 21:52,2015,7,Monday,21,Part Three,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I152060098,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,366,,7/20/2015 21:51,2015,7,Monday,21,Part Two,LONSDALE ST,42.29037676,-71.06139736,"(42.29037676, -71.06139736)"
I152060097,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,582,,7/20/2015 21:32,2015,7,Monday,21,Part Three,CREIGHTON ST,42.32348445,-71.10813006,"(42.32348445, -71.10813006)"
I152060096,724,Auto Theft,AUTO THEFT,B2,320,,7/20/2015 22:17,2015,7,Monday,22,Part One,GEORGIA ST,42.31039012,-71.0853021,"(42.31039012, -71.08530210)"
I152060095,3410,Towed,TOWED MOTOR VEHICLE,D4,141,,7/20/2015 21:00,2015,7,Monday,21,Part Three,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I152060093,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,,7/20/2015 21:20,2015,7,Monday,21,Part Three,,,,"(0.00000000, 0.00000000)"
I152060091,724,Auto Theft,AUTO THEFT,B2, ,,7/20/2015 21:10,2015,7,Monday,21,Part One,,,,"(0.00000000, 0.00000000)"
I152060089,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,549,,7/20/2015 21:00,2015,7,Monday,21,Part Three,CHERITON RD,42.26074735,-71.15643818,"(42.26074735, -71.15643818)"
I152060087,1874,Drug Violation,DRUGS - OTHER,A7,28,,7/20/2015 0:00,2015,7,Monday,0,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I152060086,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,92,,7/20/2015 18:30,2015,7,Monday,18,Part Two,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)"
I152060083,3115,Investigate Person,INVESTIGATE PERSON,C11,359,,7/20/2015 7:43,2015,7,Monday,7,Part Three,ALPHA RD,42.29581546,-71.06884734,"(42.29581546, -71.06884734)"
I152060082,613,Larceny,LARCENY SHOPLIFTING,C11,360,,7/20/2015 20:22,2015,7,Monday,20,Part One,DORCHESTER AVE,42.29861807,-71.06064186,"(42.29861807, -71.06064186)"
I152060082,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,360,,7/20/2015 20:22,2015,7,Monday,20,Part Two,DORCHESTER AVE,42.29861807,-71.06064186,"(42.29861807, -71.06064186)"
I152060082,3115,Investigate Person,INVESTIGATE PERSON,C11,360,,7/20/2015 20:22,2015,7,Monday,20,Part Three,DORCHESTER AVE,42.29861807,-71.06064186,"(42.29861807, -71.06064186)"
I152060082,3125,Warrant Arrests,WARRANT ARREST,C11,360,,7/20/2015 20:22,2015,7,Monday,20,Part Three,DORCHESTER AVE,42.29861807,-71.06064186,"(42.29861807, -71.06064186)"
I152060081,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,604,,7/20/2015 17:00,2015,7,Monday,17,Part One,HUNTINGTON AVE,42.33363925,-71.10589317,"(42.33363925, -71.10589317)"
I152060080,3301,Verbal Disputes,VERBAL DISPUTE,E13,643,,7/30/2015 21:35,2015,7,Thursday,21,Part Three,CENTRE ST,42.31069447,-71.11468072,"(42.31069447, -71.11468072)"
I152060079,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,460,,7/20/2015 20:21,2015,7,Monday,20,Part Three,COLUMBIA RD,42.30577465,-71.07948006,"(42.30577465, -71.07948006)"
I152060078,3115,Investigate Person,INVESTIGATE PERSON,E18,540,,7/20/2015 20:53,2015,7,Monday,20,Part Three,HILLIS RD,42.24951467,-71.13259099,"(42.24951467, -71.13259099)"
I152060077,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,438,,7/20/2015 17:45,2015,7,Monday,17,Part Three,MILLET ST,42.29142177,-71.07611259,"(42.29142177, -71.07611259)"
I152060075,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11, ,,7/20/2015 19:51,2015,7,Monday,19,Part Two,,,,"(0.00000000, 0.00000000)"
I152060074,1402,Vandalism,VANDALISM,B3,427,,7/20/2015 20:13,2015,7,Monday,20,Part Two,CLARKWOOD ST,42.28013735,-71.09079826,"(42.28013735, -71.09079826)"
I152060073,617,Larceny,LARCENY THEFT FROM BUILDING,B3,451,,7/15/2015 15:00,2015,7,Wednesday,15,Part One,TREMLETT ST,42.29472275,-71.07058534,"(42.29472275, -71.07058534)"
I152060071,619,Larceny,LARCENY ALL OTHERS,A1,111,,7/20/2015 16:30,2015,7,Monday,16,Part One,WINTER ST,42.35571985,-71.06110871,"(42.35571985, -71.06110871)"
